Date,Amount,Currency,Description,DebitAccount,CreditAccount,DebitSubAccount,CreditSubAccount,Type,GroupTag,GLinkDrive,ID
2010-09-24,"5,000.00",INR,ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,6978
2010-09-25,75.50,INR,Kannan departmental Store - Kuniamuthur Coimbatore,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,6979
2010-09-26,223.40,INR,Reliance Fresh Velachery,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,6980
2010-09-26,24.00,INR,"Spencer Adyar - grocery ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,6981
2010-09-27,"2,000.00",INR,Viva Mart Website creation Fund Transfer to Pushpa,CashAsset,BankAsset,Cash,ICICI Ngl Joint,ICICI Res A/c - Withdraw,,,6982
2010-09-27,56.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,6983
2010-09-27,889.25,INR,Apollo Pharmacy - Ascendas,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,6984
2010-09-27,"5,000.00",INR,Ascendas ATM Cash withdraw Refund (Dt 15 Sep 2010),BankAsset,DigitalPay,ICICI Thoraipakkam - Sebina,Caterpillar India,ICICI Cat Salary A/c [S] - Credit,,,6985
2010-09-28,"77,721.00",INR,Sebi Cat Salary - Sep 2010,BankAsset,DigitalPay,ICICI Thoraipakkam - Sebina,Caterpillar India,ICICI Cat Salary A/c [S] - Credit,,,6986
2010-09-28,"86,803.00",INR,Dinesh Cat Salary - Sep 2010,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,ICICI Cat Salary A/c [D] - Credit,,,6987
2010-09-29,39.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,6988
2010-09-30,490.68,INR,IRCTC - Train Ticket booking,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,6989
2010-09-30,490.68,INR,IRCTC - Train Ticket booking,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,6990
2010-10-02,260.00,INR,Murugesan watchman - Kerosene Stove,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,6991
2010-10-02,750.00,INR,"Ganga Sweets Velachery - Rocelin akka + Papa akka ",DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,6992
2010-10-02,"50,000.00",INR,Dinesh Appa loan Refund - 4th Installment - Trx No 0179952452,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,6993
2010-10-02,"50,000.00",INR,"HSBC Loan Refund - Rams Dwaraka - 11 Installment ",BankAsset,BankAsset,HSBC Home Loan,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] -> HSBC Home Loan,,,6994
2010-10-02,285.00,INR,Naiduhall Velachery - Innies,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,6995
2010-10-04,"5,000.00",INR,HDFC Perungudi - Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,6996
2010-10-04,18.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,6997
2010-10-05,284.00,INR,BSNL Aug 2010 Bill payment Online  TransId: BDC1877190 Bank TransId:  MCIT0109985210,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,6998
2010-10-05,143.40,INR,Apollo Pharmacy - Ascendas,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,6999
2010-10-05,5.00,INR,Adyar - Car Parking,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7000
2010-10-05,"1,400.00",INR,Uniglobe Adyar Travels - Sebi Appa - Singapore visa processing,CashPay,CashAsset,Personal Loan,Cash,Cash Lend,,,7001
2010-10-05,"1,743.00",INR,"OSE Thiruvanmiyur - Towel rod, letter box",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7002
2010-10-07,100.00,INR,Chennai Airport Car Parking -  Mama Singapore see off,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7003
2010-10-07,150.00,INR,Towel rod fitting (Ulaganathan - 9884117961),CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7004
2010-10-08,"3,000.00",INR,Ascendas ICICI ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7005
2010-10-08,"5,000.00",INR,Ascendas ICICI ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7006
2010-10-09,95.50,INR,Sangeetha Adyar -  Evening Tiffin,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7007
2010-10-09,144.50,INR,"CeeDeeYes Super Shoppe Velachery ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7008
2010-10-09,"17,543.48",INR,SBI Credit Card - Dinesh - 25 Sep 2010 Statement - Payment - MICI0101118678,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7009
2010-10-09,"8,327.11",INR,SBI Credit Card - Sebina - 25 Sep 2010 Statement - Payment - MICI0101122099,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7010
2010-10-09,90.00,INR,The Hindu Newspaper - Suresh News Mart - Sep,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7011
2010-10-10,201.11,INR,More Perungudi (Trinethra) Super Market,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7012
2010-10-10,120.00,INR,More Perungudi (Trinethra) Super Market - Broom & Mop Stick for Rams Dwaraka,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7013
2010-10-10,100.00,INR,Good news to Poor Mission - Donation,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7014
2010-10-10,200.00,INR,Chennai Airport Car Parking -  Athai Mama Singapore return + Jegan car,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7015
2010-10-11,24.00,INR,Latta Super Market Velachery,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7016
2010-10-11,200.00,INR,Faber Gas Stove - Servicing (Customer care 42166050 - Varun 9884520229),CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7017
2010-10-11,"8,283.00",INR,Sebi - Caterpillar Bonus - ExGratia 2009-10,BankAsset,DigitalPay,ICICI Thoraipakkam - Sebina,Caterpillar India,ICICI Cat Salary A/c [S] - Credit,,,7018
2010-10-11,"8,400.00",INR,Dinesh - Caterpillar Bonus - ExGratia 2009-10,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,ICICI Cat Salary A/c [D] - Credit,,,7019
2010-10-11,"27,912.00",INR,ICICI - DLF Loan - 11 EMI,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7020
2010-10-12,"25,000.00",INR,Sebi Appa Loan - Check to Kingsly anna,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7021
2010-10-12,28.00,INR,Nilgiris Perungudi - Nilgiri's Table Butter,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7022
2010-10-12,96.00,INR,Nilgiris Perungudi - Fruits,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7023
2010-10-12,2.00,INR,Apollo Pharmacy - Greams Road - Dinesh Brufan 6 Tab,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7024
2010-10-12,"1,663.20",INR,"Hyundai i10 Petrol - BP Anna Salai - 29.52L ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7025
2010-10-12,500.00,INR,Apollo - Dr. Arshad Akeel  Gen Med - Dinesh Consulting,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7026
2010-10-12,114.00,INR,Apollo Pharmacy - Greams Road - Dinesh,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7027
2010-10-13,59.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7028
2010-10-15,"31,000.00",INR,Sebi Appa loan refund - Cash Deposited at ICICI Ngl,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,ICICI Cat Salary A/c [D] - Credit,,,7029
2010-10-15,"23,610.60",INR,"HSBC Home Loan - 7 EMI - INTEREST DEBIT ",DigitalPay,BankAsset,Other Expense,HSBC Home Loan,HSBC Home Loan - Debit,,,7030
2010-10-16,27.00,INR,Express mall - Big Bazzar - Gulab Jamun,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7031
2010-10-16,"4,497.00",INR,Express mall - Levi - Dinesh & Sebina Jeans & Shirt,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7032
2010-10-16,241.00,INR,Express mall - Big Bazzar - Groceries,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7033
2010-10-16,148.46,INR,Express mall - Big Bazzar - Groceries,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7034
2010-10-16,255.00,INR,Express mall - Endiran Movie - Car parking,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7035
2010-10-16,270.00,INR,Express mall - Endiran Movie - Escape Plush,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7036
2010-10-16,520.00,INR,Express mall - Hotel Ponnusamy Lunch,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7037
2010-10-16,16.00,INR,Express mall - Big Bazzar - Veg Puff,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7038
2010-10-16,"1,592.00",INR,IRCTC - Train Ticket booking - Viva mart opening trip,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7039
2010-10-17,5.00,INR,BSNL Sep 2010 Bill payment Online  TransId: BDC1902654 Bank TransId:   MICI0102926458,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7040
2010-10-18,28.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7041
2010-10-18,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7042
2010-10-18,"1,592.00",INR,IRCTC - Train Ticket booking - Viva mart opening trip,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7043
2010-10-19,666.00,INR,Bharati AirTel Prepaid Recharge - Sebi,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Sebina,Sebi - ICICI Perungudi Savings,,,7044
2010-10-19,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7045
2010-10-20,350.00,INR,Chennai Airport Car Parking - PSG Coimbatore campus interview over night parking,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7046
2010-10-21,"3,000.00",INR,Ascendas ICICI ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7047
2010-10-21,"1,996.00",INR,IRCTC - Train Ticket booking - Viva mart opening trip,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Sebina,Sebi - ICICI Perungudi Savings,,,7048
2010-10-21,11.00,INR,IRCTC - Train Ticket booking - Viva mart opening trip - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Sebina,Sebi - ICICI Perungudi Savings,,,7049
2010-10-22,875.00,INR,Sebi EDC IT Treat - Sans Kitchen Ascendas Phase II,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7050
2010-10-22,507.00,INR,Sebi EDC IT Treat - Chickking Ascendas Phase II,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7051
2010-10-22,280.00,INR,Sebi EDC IT Treat - Noodle House Ascendas Phase II,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7052
2010-10-22,30.00,INR,Sebi EDC IT Treat - Sans Kitchen Ascendas Phase II,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7053
2010-10-23,16.00,INR,Oor Trip - MRTS,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7054
2010-10-23,123.50,INR,Sangeetha Adyar - Lunch,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7055
2010-10-23,"2,095.00",INR,Dinesh Woodland shoe,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7056
2010-10-24,759.00,INR,IRCTC - Train Ticket booking - Appa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7057
2010-10-25,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7058
2010-10-25,759.00,INR,IRCTC - Train Ticket booking - Appa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7059
2010-10-25,"5,000.00",INR,ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7060
2010-10-25,"12,630.00",INR,ING Mutual fund - Jacqulin,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Check Payment,,,7061
2010-10-26,215.00,INR,Assisi Book Centre - Religious music CD,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7062
2010-10-26,"1,140.80",INR,A. Israel Nadar - Sathankulam BP Petrol - Oor Trip for Appa Car 20L,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7063
2010-10-26,332.00,INR,Oor trip Greatest Backery Snacks,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7064
2010-10-26,205.30,INR,Lynns Ngl - Groceries,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7065
2010-10-26,29.00,INR,Lynns Ngl - Groceries,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7066
2010-10-26,8.00,INR,Lynns Ngl - Groceries,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7067
2010-10-27,357.50,INR,"Oor trip - Cake World ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7068
2010-10-27,500.00,INR,Oor trip Elanganathapuram paati gift,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7069
2010-10-27,922.00,INR,"Nallaperumal Stores - Oor trip Elanganathapuram paati - Saree ",DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,7070
2010-10-27,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7071
2010-10-29,269.00,INR,VIVA Mart Ngl - Horlicks & biscuts for sirayanvilai paati,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7072
2010-10-29,340.00,INR,Oor trip Sirayanvilai paati fruits,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7073
2010-10-29,"71,103.00",INR,Sebi Cat Salary - Oct 2010,BankAsset,DigitalPay,ICICI Thoraipakkam - Sebina,Caterpillar India,ICICI Cat Salary A/c [S] - Credit,,,7074
2010-10-29,"86,803.00",INR,Dinesh Cat Salary - Oct 2010,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,ICICI Cat Salary A/c [D] - Credit,,,7075
2010-10-30,108.60,INR,Apollo Pharmacy - Ascendas,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7076
2010-10-30,"30,000.00",INR,Transfer for Sebi Appa New home gift,BankAsset,BankAsset,ICICI Ngl Joint,ICICI Thoraipakkam - Dinesh,"ICICI Cat Salary A/c [D] -> ICICI Res A/c ",,,7077
2010-10-30,"25,000.00",INR,Sebi Appa - New Home Gift,DigitalPay,BankAsset,Other Expense,ICICI Ngl Joint,Joint ICICI NGL Savings A/c,,,7078
2010-10-30,14.00,INR,Oor Trip - MRTS,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7079
2010-10-30,"1,300.00",INR,Tata Sky - recharge Trn: 0185399105,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7080
2010-10-30,19.00,INR,IT Expressway Toll - Vijay leadership lunch,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7081
2010-10-31,217.81,INR,Reliance Fresh Velachery,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7082
2010-10-31,317.50,INR,Sri Devi Textiles Velachery - Watchman Deepavali Dress,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7083
2010-10-31,274.60,INR,Latta Super Market Velachery,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7084
2010-10-31,75.00,INR,"Spencer Adyar - grocery ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7085
2010-10-31,229.50,INR,Sri Devi Textiles Velachery - Watchman Deepavali Dress,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7086
2010-10-31,90.00,INR,The Hindu Newspaper - Suresh News Mart - Oct,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7087
2010-11-01,"50,000.00",INR,Dinesh Appa loan Refund - 5th Installment - Trx Req No 0021124008,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7088
2010-11-01,256.00,INR,"Hotel Saravana Bhavan - Ascendas ",DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,7089
2010-11-01,100.00,INR,"Wangs kitchen Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7090
2010-11-03,67.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7091
2010-11-03,18.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7092
2010-11-04,"5,000.00",INR,Ascendas Citibank ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7093
2010-11-04,"1,436.50",INR,Hyundai i10 Petrol - VSV OMR (25 L),CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7094
2010-11-06,251.50,INR,Kovai Pazhamudir Nilayam - Besant Nagar,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7095
2010-11-06,92.00,INR,Sangeetha Adyar - Lunch,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7096
2010-11-06,250.00,INR,"OSE Thiruvanmiyur - Mirror, Screws, drill bit",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7097
2010-11-06,730.00,INR,Apollo Hospital - Blood Test,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7098
2010-11-06,843.00,INR,IRCTC - Train Ticket booking - Appa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7099
2010-11-08,"5,000.00",INR,Ascendas ICICI ATM Cash withdraw,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7100
2010-11-08,"1,200.00",INR,Bosch GSB 10 Drill gun,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7101
2010-11-08,"1,200.00",INR,Bosch GSB 10 Drill gun,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,7102
2010-11-08,333.00,INR,Bharati AirTel Prepaid Recharge - Dinesh,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,7103
2010-11-09,843.00,INR,IRCTC - Train Ticket booking - Appa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7104
2010-11-09,40.00,INR,"India Speed Post - Income Tax eFiling ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7105
2010-11-10,"27,912.00",INR,ICICI - DLF Loan - 12 EMI,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7106
2010-11-10,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7107
2010-11-10,77.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7108
2010-11-11,"10,545.05",INR,SBI Credit Card - Sebina - 25 Oct 2010 Statement - Payment - MICI0119797737,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [S] - Cash Withdraw,,,7109
2010-11-11,"1,265.36",INR,SBI Credit Card - Dinesh - 25 Oct 2010 Statement - Payment - MICI0119800560,CashAsset,BankAsset,Cash,ICICI Thoraipakkam - Dinesh,ICICI Cat Salary A/c [D] - Withdraw,,,7110
2010-11-11,568.00,INR,TNEB Electricity Bill - Sep to Oct 2010 - Trans No: 0188007445,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7111
2010-11-12,113.00,INR,Vegetables - Martin Velachery,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7112
2010-11-12,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7113
2010-11-13,"1,150.00",INR,Hyundai i10 Petrol - VSV OMR (20 L),CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7114
2010-11-13,130.00,INR,Yelagiri Trip - Saravana Bhavan Vellore - Lunch,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7115
2010-11-13,6.00,INR,Yelagiri Trip - Lake entry fee,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7116
2010-11-13,190.00,INR,Yelagiri Trip - Toll,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7117
2010-11-13,40.00,INR,Yelagiri Trip - Nature Park Entry fee + parking,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7118
2010-11-13,10.00,INR,Yelagiri Trip - Lake car parking,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7119
2010-11-14,430.70,INR,Reliance Fresh Velachery,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7120
2010-11-14,81.90,INR,Dola Kandanchavadi fish,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7121
2010-11-14,83.00,INR,Nilgiris Perungudi - Nilgiri's Table Butter cheese,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7122
2010-11-15,"1,500.00",INR,Rams Dwaraka Maintanence - Nov 2010 (to Aunty),CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7123
2010-11-15,"25,279.07",INR,"HSBC Home Loan - 8 EMI - INTEREST DEBIT ",DigitalPay,BankAsset,Other Expense,HSBC Home Loan,HSBC Home Loan - Debit,,,7124
2010-11-16,18.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7125
2010-11-18,59.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7126
2010-11-19,"5,672.00",INR,The Farm - Cat PC Software Team - Lunch,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,7127
2010-11-19,35.00,INR,"IT Expressway Toll ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7128
2010-11-19,35.00,INR,"IT Expressway Toll ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7129
2010-11-19,385.00,INR,IRCTC - Train Ticket booking - Kingsly anna,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7130
2010-11-20,"1,968.00",INR,"Saravana Store TNagar ",DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7131
2010-11-20,435.00,INR,"Saravana Store TNagar ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7132
2010-11-20,288.00,INR,"Saravana Store TNagar ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7133
2010-11-20,"1,350.00",INR,Apollo Dental Centre Adyar - Dinesh cleaning,DigitalPay,CreditCard,Other Expense,SBI Advantage - Dinesh,SBI Advantage Credit Card [D],,,7134
2010-11-20,59.00,INR,"Saravana Store TNagar ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7135
2010-11-20,15.00,INR,TNagar - Shopping Car Parking,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7136
2010-11-20,94.00,INR,"Hotel Saravana Bhavan - Ascendas ",CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7137
2010-11-21,240.82,INR,Reliance Fresh Velachery,DigitalPay,CreditCard,Other Expense,SBI Advantage - Sebina,SBI Advantage Credit Card [S],,,7138
2010-11-21,150.00,INR,Reliance Fresh Velachery,CashPay,CashAsset,Other Expense,Cash,Cash - INR,,,7139
2010-11-21,482.00,INR,IRCTC - Train Ticket booking - Appa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7140
2010-11-21,185.00,INR,IRCTC - Train Ticket booking - Appa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7141
2010-11-22,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7142
2010-11-23,11.00,INR,IRCTC - Train Ticket booking - Kingsly - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Sebina,Sebi - ICICI Perungudi Savings,,,7143
2010-11-23,365.00,INR,"IRCTC - Train Ticket booking - Kingsly ",DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Sebina,Sebi - ICICI Perungudi Savings,,,7144
2010-11-23,11.00,INR,IRCTC - Train Ticket booking - Transaction charges,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,7145
